Attraction,CityName,Country,AttractionType,VisitCount,AverageRating,RecommendationScore
Tegalalang Rice Terrace,Douala,Mauritius,Points of Interest & Landmarks,6,4.166666666666667,0.5529499626587006
Tanah Lot Temple,Douala,Spain,Religious Sites,19,3.5789473684210527,0.5525018670649738
Sanur Beach,Douala,France,Beaches,18,3.611111111111111,0.5507094846900672
Tegalalang Rice Terrace,Douala,Cyprus,Points of Interest & Landmarks,9,4.0,0.5494398805078416
Waterbom Bali,Douala,Romania,Water Parks,9,4.0,0.5494398805078416
Kuta Beach - Bali,Douala,China,Beaches,36,3.0555555555555554,0.5492905153099328
Sanur Beach,Douala,Italy,Beaches,20,3.5,0.5473487677371173
Sacred Monkey Forest Sanctuary,Douala,Chile,Nature & Wildlife Areas,13,3.8461538461538463,0.5466019417475728
Bromo Tengger Semeru National Park,South Region,Netherlands,National Parks,15,3.7333333333333334,0.5462285287528006
Tanah Lot Temple,Douala,Denmark,Religious Sites,14,3.7857142857142856,0.5460044809559372
Tegenungan Waterfall,Douala,Spain,Waterfalls,14,3.7857142857142856,0.5460044809559372
Sanur Beach,Douala,Sweden,Beaches,16,3.6875,0.5459297983569829
Tegalalang Rice Terrace,Douala,Norway,Points of Interest & Landmarks,17,3.6470588235294117,0.5454817027632561
Seminyak Beach,Douala,Spain,Beaches,17,3.588235294117647,0.5407020164301718
Bromo Tengger Semeru National Park,South Region,Germany,National Parks,5,4.2,0.5398805078416729
Tanah Lot Temple,Douala,Serbia,Religious Sites,5,4.2,0.5398805078416729
Kuta Beach - Bali,Douala,Latvia,Beaches,5,4.2,0.5398805078416729
Mount Semeru Volcano,South Region,United Kingdom,Volcanos,5,4.2,0.5398805078416729
Tegenungan Waterfall,Douala,Georgia,Waterfalls,5,4.2,0.5398805078416729
Tegenungan Waterfall,Douala,Kuwait,Waterfalls,5,4.2,0.5398805078416729
Sanur Beach,Douala,Denmark,Beaches,20,3.4,0.5368932038834952
Nusa Dua Beach,Douala,Italy,Beaches,12,3.8333333333333335,0.5365944734876773
Tegenungan Waterfall,Douala,Italy,Waterfalls,13,3.769230769230769,0.5364451082897684
Nusa Dua Beach,Douala,Portugal,Beaches,8,4.0,0.5359970126960418
Seminyak Beach,Douala,Japan,Beaches,8,4.0,0.5359970126960418
Sanur Beach,Douala,Spain,Beaches,14,3.7142857142857144,0.5353995519044062
Kalibiru National Park,N'Djamena,Singapore,National Parks,14,3.7142857142857144,0.5353995519044062
Sanur Beach,Douala,Vietnam,Beaches,11,3.909090909090909,0.5341299477221807
Seminyak Beach,Douala,Egypt,Beaches,11,3.909090909090909,0.5341299477221807
Tegenungan Waterfall,Douala,Belgium,Waterfalls,15,3.6,0.5308439133681851
Ratu Boko Temple,N'Djamena,Poland,Ancient Ruins,19,3.3684210526315788,0.5303958177744585
Kuta Beach - Bali,Douala,Philippines,Beaches,20,3.3,0.5294249439880507
Tegenungan Waterfall,Douala,Cyprus,Waterfalls,4,4.25,0.5268857356235996
Uluwatu Temple,Douala,Bulgaria,Religious Sites,4,4.25,0.5268857356235996
Tegalalang Rice Terrace,Douala,Lebanon,Points of Interest & Landmarks,4,4.25,0.5268857356235996
Nusa Dua Beach,Douala,Finland,Beaches,4,4.25,0.5268857356235996
Tanah Lot Temple,Douala,Switzerland,Religious Sites,15,3.533333333333333,0.5262135922330097
Kuta Beach - Bali,Douala,Netherlands,Beaches,38,2.973684210526316,0.525242718446602
Water Castle (Tamansari),N'Djamena,Georgia,Points of Interest & Landmarks,14,3.642857142857143,0.5252427184466019
Uluwatu Temple,Douala,Poland,Religious Sites,11,3.8181818181818183,0.5248693054518297
Seminyak Beach,Douala,Vietnam,Beaches,11,3.8181818181818183,0.5248693054518297
Tanah Lot Temple,Douala,Italy,Religious Sites,12,3.75,0.5244958924570575
Nusa Dua Beach,Douala,Norway,Beaches,12,3.75,0.5244958924570575
Nusa Dua Beach,Douala,Sweden,Beaches,17,3.411764705882353,0.5206870799103809
Kuta Beach - Bali,Douala,Germany,Beaches,20,3.1,0.5192681105302465
Ullen Sentalu Museum,N'Djamena,Vietnam,History Museums,7,4.0,0.519193427931292
Nusa Dua Beach,Douala,Hungary,Beaches,7,4.0,0.519193427931292
Seminyak Beach,Douala,Turkey,Beaches,7,4.0,0.519193427931292
Yogyakarta Palace,N'Djamena,Canada,Historic Sites,7,4.0,0.519193427931292
Tanah Lot Temple,Douala,Russia,Religious Sites,7,4.0,0.519193427931292
Sewu Temple,N'Djamena,India,Ancient Ruins,7,4.0,0.519193427931292
Kuta Beach - Bali,Douala,Spain,Beaches,19,3.1578947368421053,0.5175504107542942
Kuta Beach - Bali,Douala,Vietnam,Beaches,12,3.6666666666666665,0.5126960418222554
Kuta Beach - Bali,Douala,Thailand,Beaches,30,2.966666666666667,0.5121732636295743
Sanur Beach,Douala,Norway,Beaches,16,3.375,0.5120238984316654
Tegenungan Waterfall,Douala,Denmark,Waterfalls,15,3.466666666666667,0.511277072442121
Tanah Lot Temple,Douala,Finland,Religious Sites,11,3.727272727272727,0.5106796116504855
Sanur Beach,Douala,Ireland,Beaches,18,3.111111111111111,0.5100821508588499
Tegenungan Waterfall,Douala,Finland,Waterfalls,13,3.5384615384615383,0.5100074682598954
Kalibiru National Park,N'Djamena,United Kingdom,National Parks,14,3.5,0.5097087378640777
Kalibiru National Park,N'Djamena,Poland,National Parks,14,3.5,0.5097087378640777
Uluwatu Temple,Douala,Czech Republic,Religious Sites,14,3.5,0.5097087378640777
Kuta Beach - Bali,Douala,Sri Lanka,Beaches,14,3.5,0.5097087378640777
Tegenungan Waterfall,Douala,Qatar,Waterfalls,3,4.333333333333333,0.5059746079163555
Seminyak Beach,Douala,Mexico,Beaches,3,4.333333333333333,0.5059746079163555
Tegalalang Rice Terrace,Douala,Kenya,Points of Interest & Landmarks,3,4.333333333333333,0.5059746079163555
Museum Malang Tempo Doeloe,South Region,Malaysia,Speciality Museums,3,4.333333333333333,0.5059746079163555
Uluwatu Temple,Douala,Chile,Religious Sites,3,4.333333333333333,0.5059746079163555
Sanur Beach,Douala,Sri Lanka,Beaches,3,4.333333333333333,0.5059746079163555
Jodipan Colorful Village,South Region,Malaysia,Neighborhoods,3,4.333333333333333,0.5059746079163555
Jodipan Colorful Village,South Region,Netherlands,Neighborhoods,3,4.333333333333333,0.5059746079163555
Tegalalang Rice Terrace,Douala,Morocco,Points of Interest & Landmarks,3,4.333333333333333,0.5059746079163555
Tegalalang Rice Terrace,Douala,Hong Kong,Points of Interest & Landmarks,3,4.333333333333333,0.5059746079163555
Tegenungan Waterfall,Douala,Maldives,Waterfalls,3,4.333333333333333,0.5059746079163555
Ratu Boko Temple,N'Djamena,India,Ancient Ruins,3,4.333333333333333,0.5059746079163555
Seminyak Beach,Douala,Romania,Beaches,3,4.333333333333333,0.5059746079163555
Uluwatu Temple,Douala,Oman,Religious Sites,3,4.333333333333333,0.5059746079163555
Sacred Monkey Forest Sanctuary,Douala,Kenya,Nature & Wildlife Areas,3,4.333333333333333,0.5059746079163555
Tegenungan Waterfall,Douala,Slovakia,Waterfalls,3,4.333333333333333,0.5059746079163555
Tanah Lot Temple,Douala,Estonia,Religious Sites,3,4.333333333333333,0.5059746079163555
Ullen Sentalu Museum,N'Djamena,Italy,History Museums,3,4.333333333333333,0.5059746079163555
Tegenungan Waterfall,Douala,Iran,Waterfalls,3,4.333333333333333,0.5059746079163555
Seminyak Beach,Douala,Georgia,Beaches,3,4.333333333333333,0.5059746079163555
Nusa Dua Beach,Douala,Serbia,Beaches,3,4.333333333333333,0.5059746079163555
Waterbom Bali,Douala,Iceland,Water Parks,3,4.333333333333333,0.5059746079163555
Waterbom Bali,Douala,Mauritius,Water Parks,3,4.333333333333333,0.5059746079163555
Tegalalang Rice Terrace,Douala,Argentina,Points of Interest & Landmarks,3,4.333333333333333,0.5059746079163555
Tegenungan Waterfall,Douala,Estonia,Waterfalls,3,4.333333333333333,0.5059746079163555
Ramayana Ballet at Prambanan,N'Djamena,Denmark,Ballets,3,4.333333333333333,0.5059746079163555
Merapi Volcano,N'Djamena,Sweden,Volcanos,3,4.333333333333333,0.5059746079163555
Tegenungan Waterfall,Douala,Lithuania,Waterfalls,3,4.333333333333333,0.5059746079163555
Sanur Beach,Douala,Argentina,Beaches,3,4.333333333333333,0.5059746079163555
Seminyak Beach,Douala,Republic of North Macedonia,Beaches,3,4.333333333333333,0.5059746079163555
Uluwatu Temple,Douala,Mauritius,Religious Sites,3,4.333333333333333,0.5059746079163555
Sewu Temple,N'Djamena,Rwanda,Ancient Ruins,3,4.333333333333333,0.5059746079163555
Sewu Temple,N'Djamena,Vietnam,Ancient Ruins,3,4.333333333333333,0.5059746079163555
Kuta Beach - Bali,Douala,Italy,Beaches,17,3.176470588235294,0.5051530993278566
Tegalalang Rice Terrace,Douala,Cambodia,Points of Interest & Landmarks,12,3.5833333333333335,0.50403286034354
Seminyak Beach,Douala,Sweden,Beaches,15,3.2666666666666666,0.49843166542195666
Tegenungan Waterfall,Douala,Switzerland,Waterfalls,11,3.6363636363636362,0.49813293502613887
Sacred Monkey Forest Sanctuary,Douala,Tanzania,Nature & Wildlife Areas,6,4.0,0.49768483943241226
Tegenungan Waterfall,Douala,Slovenia,Waterfalls,6,4.0,0.49768483943241226
Kuta Beach - Bali,Douala,Russia,Beaches,6,4.0,0.49768483943241226
Tegalalang Rice Terrace,Douala,Russia,Points of Interest & Landmarks,6,4.0,0.49768483943241226
Nusa Dua Beach,Douala,Qatar,Beaches,6,4.0,0.49768483943241226
Tegalalang Rice Terrace,Douala,Jordan,Points of Interest & Landmarks,6,4.0,0.49768483943241226
Seminyak Beach,Douala,Italy,Beaches,8,3.875,0.49731142643764004
Seminyak Beach,Douala,Portugal,Beaches,8,3.875,0.49731142643764004
Ratu Boko Temple,N'Djamena,Malaysia,Ancient Ruins,8,3.875,0.49731142643764004
Malioboro Road,N'Djamena,India,Flea & Street Markets,10,3.7,0.4969380134428678
Tegalalang Rice Terrace,Douala,Taiwan,Points of Interest & Landmarks,10,3.7,0.4969380134428678
Sanur Beach,Douala,United Arab Emirates,Beaches,12,3.5,0.4935772964899178
Tegenungan Waterfall,Douala,Japan,Waterfalls,12,3.5,0.4935772964899178
Kuta Beach - Bali,Douala,Qatar,Beaches,12,3.5,0.4935772964899178
Kuta Beach - Bali,Douala,Sweden,Beaches,15,3.1333333333333333,0.49275578790141894
Nusa Dua Beach,Douala,Turkey,Beaches,10,3.6,0.48558625840179237
Sanur Beach,Douala,Romania,Beaches,12,3.4166666666666665,0.4849141150112024
Kuta Beach - Bali,Douala,France,Beaches,14,3.0714285714285716,0.4810306198655713
Nusa Dua Beach,Douala,Belgium,Beaches,8,3.75,0.480134428678118
Ullen Sentalu Museum,N'Djamena,Canada,History Museums,8,3.75,0.480134428678118
Merapi Volcano,N'Djamena,South Africa,Volcanos,8,3.75,0.480134428678118
Jodipan Colorful Village,South Region,United States,Neighborhoods,2,4.5,0.47714712471994025
Bromo Tengger Semeru National Park,South Region,Sweden,National Parks,2,4.5,0.47714712471994025
Balekambang Beach,South Region,Netherlands,Beaches,2,4.5,0.47714712471994025
Nusa Dua Beach,Douala,Argentina,Beaches,2,4.5,0.47714712471994025
Tegalalang Rice Terrace,Douala,Mariana Islands,Points of Interest & Landmarks,2,4.5,0.47714712471994025
Mount Semeru Volcano,South Region,India,Volcanos,2,4.5,0.47714712471994025
Nusa Dua Beach,Douala,Jordan,Beaches,2,4.5,0.47714712471994025
Yogyakarta Palace,N'Djamena,Italy,Historic Sites,2,4.5,0.47714712471994025
Nusa Dua Beach,Douala,Latvia,Beaches,2,4.5,0.47714712471994025
Coban Rondo Waterfall,South Region,India,Waterfalls,2,4.5,0.47714712471994025
Waterbom Bali,Douala,Republic of North Macedonia,Water Parks,2,4.5,0.47714712471994025
Tanah Lot Temple,Douala,Morocco,Religious Sites,2,4.5,0.47714712471994025
Sewu Temple,N'Djamena,Uganda,Ancient Ruins,2,4.5,0.47714712471994025
Sacred Monkey Forest Sanctuary,Douala,Yemen,Nature & Wildlife Areas,2,4.5,0.47714712471994025
Tegalalang Rice Terrace,Douala,Bhutan,Points of Interest & Landmarks,2,4.5,0.47714712471994025
Museum Malang Tempo Doeloe,South Region,Australia,Speciality Museums,2,4.5,0.47714712471994025
Tegalalang Rice Terrace,Douala,Pakistan,Points of Interest & Landmarks,2,4.5,0.47714712471994025
Sanur Beach,Douala,Kenya,Beaches,2,4.5,0.47714712471994025
Waterbom Bali,Douala,Luxembourg,Water Parks,2,4.5,0.47714712471994025
Nusa Dua Beach,Douala,Nepal,Beaches,2,4.5,0.47714712471994025
Tegalalang Rice Terrace,Douala,East Timor,Points of Interest & Landmarks,2,4.5,0.47714712471994025
Mount Semeru Volcano,South Region,United States,Volcanos,2,4.5,0.47714712471994025
Kuta Beach - Bali,Douala,Algeria,Beaches,2,4.5,0.47714712471994025
Tanah Lot Temple,Douala,NIGERIA,Religious Sites,2,4.5,0.47714712471994025
Seminyak Beach,Douala,Morocco,Beaches,2,4.5,0.47714712471994025
Tegenungan Waterfall,Douala,Jordan,Waterfalls,2,4.5,0.47714712471994025
Water Castle (Tamansari),N'Djamena,Switzerland,Points of Interest & Landmarks,2,4.5,0.47714712471994025
Kuta Beach - Bali,Douala,Ghana,Beaches,2,4.5,0.47714712471994025
Sanur Beach,Douala,Croatia,Beaches,2,4.5,0.47714712471994025
Nusa Dua Beach,Douala,Pakistan,Beaches,2,4.5,0.47714712471994025
Sacred Monkey Forest Sanctuary,Douala,Albania,Nature & Wildlife Areas,2,4.5,0.47714712471994025
Sacred Monkey Forest Sanctuary,Douala,Azerbaijan,Nature & Wildlife Areas,2,4.5,0.47714712471994025
Bromo Tengger Semeru National Park,South Region,Italy,National Parks,2,4.5,0.47714712471994025
Uluwatu Temple,Douala,Bahrain,Religious Sites,2,4.5,0.47714712471994025
Sewu Temple,N'Djamena,Thailand,Ancient Ruins,2,4.5,0.47714712471994025
Uluwatu Temple,Douala,Ecuador,Religious Sites,2,4.5,0.47714712471994025
Tegenungan Waterfall,Douala,Ukraine,Waterfalls,2,4.5,0.47714712471994025
Sacred Monkey Forest Sanctuary,Douala,Nepal,Nature & Wildlife Areas,2,4.5,0.47714712471994025
Kuta Beach - Bali,Douala,Republic of North Macedonia,Beaches,2,4.5,0.47714712471994025
Sacred Monkey Forest Sanctuary,Douala,Belize,Nature & Wildlife Areas,2,4.5,0.47714712471994025
Uluwatu Temple,Douala,Myanmar,Religious Sites,2,4.5,0.47714712471994025
Sacred Monkey Forest Sanctuary,Douala,Puerto Rico,Nature & Wildlife Areas,2,4.5,0.47714712471994025
Yogyakarta Palace,N'Djamena,Belgium,Historic Sites,13,3.1538461538461537,0.47625093353248693
Seminyak Beach,Douala,Russia,Beaches,5,4.0,0.47505601194921576
Kuta Beach - Bali,Douala,Romania,Beaches,5,4.0,0.47505601194921576
Malioboro Road,N'Djamena,Canada,Flea & Street Markets,5,4.0,0.47505601194921576
Sanur Beach,Douala,Switzerland,Beaches,10,3.5,0.47318894697535474
Malioboro Road,N'Djamena,Thailand,Flea & Street Markets,11,3.3636363636363638,0.47094846900672144
Tegenungan Waterfall,Douala,Norway,Waterfalls,8,3.625,0.4635548917102315
Kuta Beach - Bali,Douala,Belgium,Beaches,11,3.1818181818181817,0.4592979835698282
Malioboro Road,N'Djamena,Vietnam,Flea & Street Markets,7,3.7142857142857144,0.4581030619865571
Tanah Lot Temple,Douala,Bulgaria,Religious Sites,7,3.7142857142857144,0.4581030619865571
Sanur Beach,Douala,Czech Republic,Beaches,7,3.7142857142857144,0.4581030619865571
Yogyakarta Palace,N'Djamena,China,Historic Sites,9,3.4444444444444446,0.45519044062733377
Tegenungan Waterfall,Douala,Portugal,Waterfalls,11,3.090909090909091,0.4551157580283794
Sanur Beach,Douala,Georgia,Beaches,6,3.8333333333333335,0.4539208364451083
Sanur Beach,Douala,Cambodia,Beaches,6,3.8333333333333335,0.4539208364451083
Merapi Volcano,N'Djamena,Canada,Volcanos,6,3.8333333333333335,0.4539208364451083
Sacred Monkey Forest Sanctuary,Douala,Hong Kong,Nature & Wildlife Areas,6,3.8333333333333335,0.4539208364451083
Ullen Sentalu Museum,N'Djamena,Jamaica,History Museums,6,3.8333333333333335,0.4539208364451083
Sewu Temple,N'Djamena,Canada,Ancient Ruins,6,3.8333333333333335,0.4539208364451083
Yogyakarta Palace,N'Djamena,France,Historic Sites,6,3.8333333333333335,0.4539208364451083
Uluwatu Temple,Douala,Cyprus,Religious Sites,4,4.0,0.45041075429424937
Tegalalang Rice Terrace,Douala,Israel,Points of Interest & Landmarks,4,4.0,0.45041075429424937
Tegalalang Rice Terrace,Douala,Maldives,Points of Interest & Landmarks,4,4.0,0.45041075429424937
Sanur Beach,Douala,Lithuania,Beaches,4,4.0,0.45041075429424937
Sacred Monkey Forest Sanctuary,Douala,Curacao,Nature & Wildlife Areas,4,4.0,0.45041075429424937
Uluwatu Temple,Douala,Argentina,Religious Sites,4,4.0,0.45041075429424937
Merapi Volcano,N'Djamena,Portugal,Volcanos,4,4.0,0.45041075429424937
Tegalalang Rice Terrace,Douala,Europe,Points of Interest & Landmarks,4,4.0,0.45041075429424937
Merapi Volcano,N'Djamena,Taiwan,Volcanos,4,4.0,0.45041075429424937
Malioboro Road,N'Djamena,Sweden,Flea & Street Markets,4,4.0,0.45041075429424937
Ramayana Ballet at Prambanan,N'Djamena,United Arab Emirates,Ballets,4,4.0,0.45041075429424937
Merapi Volcano,N'Djamena,China,Volcanos,8,3.5,0.4492158327109783
Nusa Dua Beach,Douala,Switzerland,Beaches,9,3.3333333333333335,0.4477221807318894
Tegenungan Waterfall,Douala,Czech Republic,Waterfalls,9,3.3333333333333335,0.4477221807318894
Balekambang Beach,South Region,France,Beaches,1,5.0,0.4445108289768484
Balekambang Beach,South Region,Colombia,Beaches,1,5.0,0.4445108289768484
Balekambang Beach,South Region,Malaysia,Beaches,1,5.0,0.4445108289768484
Balekambang Beach,South Region,India,Beaches,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Spain,National Parks,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Taiwan,National Parks,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Dominican Republic,National Parks,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Ukraine,Water Parks,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Estonia,Beaches,1,5.0,0.4445108289768484
Sewu Temple,N'Djamena,Iceland,Ancient Ruins,1,5.0,0.4445108289768484
Ullen Sentalu Museum,N'Djamena,Namibia,History Museums,1,5.0,0.4445108289768484
Ullen Sentalu Museum,N'Djamena,Senegal,History Museums,1,5.0,0.4445108289768484
Sacred Monkey Forest Sanctuary,Douala,Fiji,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Sewu Temple,N'Djamena,Croatia,Ancient Ruins,1,5.0,0.4445108289768484
Goa Cina Beach,South Region,Australia,Beaches,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Poland,National Parks,1,5.0,0.4445108289768484
Museum Malang Tempo Doeloe,South Region,United States,Speciality Museums,1,5.0,0.4445108289768484
Sanur Beach,Douala,Serbia,Beaches,1,5.0,0.4445108289768484
Museum Malang Tempo Doeloe,South Region,United Kingdom,Speciality Museums,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Portugal,National Parks,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Sri Lanka,National Parks,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Switzerland,National Parks,1,5.0,0.4445108289768484
Sacred Monkey Forest Sanctuary,Douala,French Polynesia,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Sewu Temple,N'Djamena,Japan,Ancient Ruins,1,5.0,0.4445108289768484
Sewu Temple,N'Djamena,Jordan,Ancient Ruins,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Bhutan,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Cambodia,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Bosnia and Herzegovina,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Colombia,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Ethiopia,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Iceland,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Hong Kong,Religious Sites,1,5.0,0.4445108289768484
Sacred Monkey Forest Sanctuary,Douala,Mongolia,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Taiwan,Waterfalls,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Maldives,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Jordan,Religious Sites,1,5.0,0.4445108289768484
Malioboro Road,N'Djamena,Brunei Darussalam,Flea & Street Markets,1,5.0,0.4445108289768484
Sacred Monkey Forest Sanctuary,Douala,Belarus,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Republic of North Macedonia,Waterfalls,1,5.0,0.4445108289768484
Sacred Monkey Forest Sanctuary,Douala,Afghanistan,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Morocco,Waterfalls,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Mongolia,Waterfalls,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Puerto Rico,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Panama,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Palestine,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Pakistan,Religious Sites,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Tanzania,Beaches,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Slovakia,Beaches,1,5.0,0.4445108289768484
Sacred Monkey Forest Sanctuary,Douala,Tonga,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Sempu Island,South Region,Vietnam,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Sempu Island,South Region,Czech Republic,Nature & Wildlife Areas,1,5.0,0.4445108289768484
Malang City Square,South Region,Taiwan,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Jamaica,Religious Sites,1,5.0,0.4445108289768484
Sanur Beach,Douala,Asia,Beaches,1,5.0,0.4445108289768484
Kuta Beach - Bali,Douala,Libya,Beaches,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,St Martin / St Maarten,Religious Sites,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Uruguay,Religious Sites,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Mariana Islands,Beaches,1,5.0,0.4445108289768484
Sanur Beach,Douala,Belarus,Beaches,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Nepal,Beaches,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Moldova,Waterfalls,1,5.0,0.4445108289768484
Sanur Beach,Douala,Fiji,Beaches,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Croatia,Water Parks,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Colombia,Water Parks,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Belarus,Water Parks,1,5.0,0.4445108289768484
Kuta Beach - Bali,Douala,Bolivia,Beaches,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Jamaica,Waterfalls,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Vanuatu,Beaches,1,5.0,0.4445108289768484
Tanah Lot Temple,Douala,Luxembourg,Religious Sites,1,5.0,0.4445108289768484
Ratu Boko Temple,N'Djamena,China,Ancient Ruins,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Armenia,Water Parks,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Bahamas,Water Parks,1,5.0,0.4445108289768484
Kuta Beach - Bali,Douala,Austria,Beaches,1,5.0,0.4445108289768484
Kuta Beach - Bali,Douala,Belarus,Beaches,1,5.0,0.4445108289768484
Malioboro Road,N'Djamena,Qatar,Flea & Street Markets,1,5.0,0.4445108289768484
Tanah Lot Temple,Douala,Puerto Rico,Religious Sites,1,5.0,0.4445108289768484
Ramayana Ballet at Prambanan,N'Djamena,Philippines,Ballets,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Albania,Water Parks,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Zimbabwe,Beaches,1,5.0,0.4445108289768484
Tegenungan Waterfall,Douala,Bahrain,Waterfalls,1,5.0,0.4445108289768484
Merapi Volcano,N'Djamena,Panama,Volcanos,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Sudan,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,St Martin / St Maarten,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,France,Volcanos,1,5.0,0.4445108289768484
Malang City Square,South Region,Japan,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Iraq,Religious Sites,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,Australia,Volcanos,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,Belgium,Volcanos,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Peru,Beaches,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Puerto Rico,Beaches,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Iraq,Water Parks,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Grand Cayman,Water Parks,1,5.0,0.4445108289768484
Khayangan Reflexology & Massage,South Region,United Arab Emirates,Spas,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Oman,Beaches,1,5.0,0.4445108289768484
Khayangan Reflexology & Massage,South Region,Belgium,Spas,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Jordan,Beaches,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Hungary,Beaches,1,5.0,0.4445108289768484
Khayangan Reflexology & Massage,South Region,Australia,Spas,1,5.0,0.4445108289768484
Waterbom Bali,Douala,East Timor,Water Parks,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Czech Republic,Water Parks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Albania,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Khayangan Reflexology & Massage,South Region,Turkey,Spas,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Uzbekistan,Beaches,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Ukraine,Beaches,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Mauritius,Beaches,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Bosnia and Herzegovina,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Barbados,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Algeria,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Slovakia,Beaches,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Peru,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Palestine,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Museum Malang Tempo Doeloe,South Region,France,Speciality Museums,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,Spain,Volcanos,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,South Korea,Volcanos,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,Nepal,Volcanos,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Myanmar,Beaches,1,5.0,0.4445108289768484
